S.No.,Area No.,Dept No.,Location,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Yearly Average,Year
37.0,IV,37,Kodungaiyur (East),2.9,3.275,2.911,3.03,3.23,2.695,3.18,2.594,2.399,2.422,1.27,2.21,2.6763333333333335,2023
38.0,IV,38,Dr.Radhakrishnan Nagar (North),2.66,2.761,2.763,2.79,2.98,2.783,2.963,2.793,2.737,2.828,2.16,2.18,2.6998333333333338,2023
39.0,IV,39,Cheriyan Nagar North / South,3.77,4.26,4.56,3.77,3.77,3.89,4.785,4.65,4.68,4.85,4.07,3.49,4.212083333333333,2023
40.0,IV,40,Jeeva Nagar (North),2.51,2.552,2.591,2.65,2.65,2.78,2.834,2.65,2.72,3.0,3.04,1.55,2.6272499999999996,2023
41.0,IV,41,Vyasarpadi North / Kumarasamy Nagar North,2.01,2.202,1.937,2.15,2.54,2.112,2.62,2.115,1.614,2.02,1.25,1.58,2.0124999999999997,2023
42.0,IV,42,Korukkupet,2.23,2.336,2.439,2.56,2.62,2.87,2.92,2.64,2.53,3.15,2.62,1.54,2.537916666666667,2023
43.0,IV,43,Tondiarpet,2.02,2.172,2.351,2.73,2.89,3.128,3.308,3.25,3.45,3.59,2.95,1.3,2.761583333333333,2023
44.0,IV,44,Perambur (North),8.39,8.729,8.827,9.13,9.27,9.145,9.337,9.103,8.64,8.458,6.72,4.6,8.362416666666666,2023
45.0,IV,45,Elango Nagar,5.09,5.204,5.317,5.51,5.55,5.87,5.755,5.62,0.0,5.74,4.19,1.28,4.593833333333333,2023
46.0,IV,46,Vyasarpadi (South),2.45,3.081,2.938,3.11,3.43,3.299,3.481,3.25,3.34,2.57,1.61,1.75,2.859083333333334,2023
47.0,IV,47,Dr.Radhakrishnan Nagar (South),1.81,2.012,2.099,2.23,2.51,2.072,2.503,2.222,1.749,2.028,1.09,1.46,1.982083333333333,2023
48.0,IV,48,Mottai Thottam,2.37,2.547,2.757,3.09,3.36,3.279,3.686,3.186,2.872,3.213,1.9,1.95,2.8508333333333336,2023
49.0,V,49,Grace Garden,2.92,3.229,3.334,4.01,4.32,4.197,4.633,4.571,4.359,4.667,3.4,1.95,3.799166666666667,2023
50.0,V,50,Royapuram,2.24,2.372,2.416,2.51,2.54,2.595,2.639,2.673,2.694,2.71,2.73,1.64,2.4799166666666665,2023
51.0,V,51,Narayana Garden / Old Washermenpet,2.97,3.363,3.699,3.83,4.09,4.152,4.436,4.12,4.261,4.425,3.41,2.15,3.7421666666666664,2023
52.0,V,52,Meenakshiammanpet,3.34,3.89,3.97,4.17,4.17,4.27,4.51,4.74,4.565,4.789,4.14,2.7,4.104500000000001,2023
53.0,V,53,Basin Bridge,24.83,,,24.83,24.83,24.98,25.61,24.61,23.5,,,,24.74142857142857,2023
54.0,V,54,Kondithope / Peddunaickenpet,3.9,4.07,4.303,4.28,4.66,4.158,4.809,4.454,0.0,4.257,3.06,3.2,3.7625833333333336,2023
55.0,V,55,Seven Wells (North / South),5.08,5.372,5.668,6.26,6.47,6.334,6.53,6.23,6.894,7.104,5.95,4.53,6.035166666666666,2023
56.0,V,56,Muthialpet,,10.292,10.275,,,10.58,11.23,10.25,10.308,10.341,10.12,10.02,10.379555555555555,2023
57.0,V,57,Sowcarpet,4.78,5.15,5.89,5.94,6.12,6.23,6.58,6.677,6.632,6.876,5.72,4.36,5.912916666666667,2023
58.0,V,58,Poonga Nagar,8.2,8.729,9.061,9.58,10.08,9.843,9.968,9.943,9.822,9.695,8.77,7.89,9.298416666666666,2023
59.0,V,59,Edapalayam / Nehru Nagar,6.36,6.897,7.2,7.36,7.68,7.214,7.702,7.52,7.66,7.19,4.94,5.52,6.936916666666666,2023
60.0,V,60,Vallal Seethakathi Nagar,4.02,4.032,4.034,4.06,4.05,4.15,4.36,4.102,4.123,4.139,4.15,4.07,4.1075,2023
61.0,V,61,Egmore / Pudupet,6.87,7.58,8.21,8.19,8.19,8.25,9.587,9.58,0.0,9.04,7.11,6.46,7.422249999999998,2023
62.0,V,62,Chintadripet,2.42,2.73,2.711,2.77,2.95,3.12,2.806,2.65,2.302,2.438,1.05,1.98,2.493916666666667,2023
63.0,V,63,Komaleeswaranpet,3.55,3.991,4.341,4.93,5.32,4.942,5.354,4.658,4.547,4.675,1.86,2.08,4.187333333333332,2023
64.0,VI,64,Kolathur,1.5,1.947,2.1,2.18,2.24,1.337,1.4,1.45,0.0,1.21,0.51,1.37,1.437,2023
65.0,VI,65,Venus Nagar,1.24,1.306,1.56,1.49,2.1,1.067,1.41,0.637,0.534,0.554,0.22,0.71,1.069,2023
66.0,VI,66,Agaram (North),1.93,2.435,2.063,2.5,3.05,2.238,3.068,2.391,2.022,2.06,0.59,1.52,2.155583333333333,2023
67.0,VI,67,Agaram (South),6.65,7.506,8.015,8.44,9.03,9.15,9.958,9.709,9.376,9.231,6.96,3.04,8.08875,2023
68.0,VI,68,Sembium,7.27,7.905,8.058,8.45,8.45,8.196,8.902,8.504,7.668,7.603,3.48,2.12,7.217166666666667,2023
69.0,VI,69,Siruvallur,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2023
70.0,VI,70,Perambur (South),13.59,13.517,13.453,13.61,13.62,13.389,13.669,13.646,13.175,12.97,11.13,7.54,12.77575,2023
71.0,VI,71,Thiru Vi Ka Nagar,12.96,13.147,13.366,13.48,13.55,13.569,13.183,12.944,12.722,12.365,11.44,9.18,12.658833333333334,2023
72.0,VI,72,Dr Sathiyavanimuthu Nagar,2.12,2.89,3.25,3.41,3.83,3.361,3.62,3.329,2.786,2.814,1.3,1.44,2.845833333333333,2023
73.0,VI,73,Pulianthope,7.49,8.155,8.765,9.67,5.95,9.327,9.552,9.476,8.955,8.64,5.8,4.76,8.045,2023
74.0,VI,74,Maraimalai Adikal Nagar,8.8,8.589,8.342,8.23,8.26,8.085,8.08,7.926,7.983,7.828,6.69,3.51,7.693583333333335,2023
75.0,VI,75,Kosappet,3.74,4.476,5.245,6.4,7.05,6.341,7.321,7.328,6.792,6.87,3.32,1.41,5.524416666666666,2023
76.0,VI,76,Pattalam SC (G),14.55,14.98,14.86,14.55,14.55,14.68,15.69,14.65,14.66,14.55,14.55,,14.751818181818182,2023
77.0,VI,77,Dr. Besant Nagar/ Thattankulam,6.63,7.25,7.98,9.2,9.47,8.827,9.266,9.255,8.689,8.463,4.81,3.85,7.8075,2023
78.0,VI,78,Choolai,,8.609,8.89,7.99,10.25,9.87,10.198,10.167,9.562,9.731,5.55,6.09,8.809727272727272,2023
79.0,VII,79,Banu Nagar,3.13,3.58,3.89,11.36,12.9,13.448,16.407,13.537,12.381,13.922,8.95,5.24,9.895416666666668,2023
80.0,VII,80,Athimulam Nagar,4.4,7.274,8.084,10.14,11.41,12.001,13.912,12.378,11.148,12.293,7.69,1.71,9.37,2023
81.0,VII,81,Vijayalakshmipuram,4.2,4.89,4.98,3.69,4.83,16.018,17.769,16.814,15.351,15.846,1.58,6.3,9.355666666666666,2023
82.0,VII,82,Kallikuppam,4.27,4.98,7.253,10.54,11.67,11.52,11.98,10.65,9.139,10.047,8.14,1.65,8.486583333333334,2023
83.0,VII,83,Puthagaram,0.29,0.332,0.365,0.47,0.61,0.243,0.195,0.2,0.17,0.19,0.53,1.6,0.43291666666666667,2023
84.0,VII,84,Korattur,2.5,2.854,2.824,2.88,3.08,2.649,2.843,2.242,1.859,1.935,1.41,1.46,2.378,2023
85.0,VII,85,Menambedu,6.78,7.926,8.989,10.86,11.58,11.385,12.962,12.25,10.112,10.695,7.58,4.43,9.629083333333332,2023
86.0,VII,86,Ayyappakkam,3.57,4.663,5.403,6.08,6.59,6.58,7.217,6.67,6.227,6.27,4.34,2.43,5.503333333333334,2023
87.0,VII,87,Mathiyalagan Nagar,4.49,4.904,4.519,4.71,4.97,4.301,4.975,3.849,3.601,3.694,1.69,3.44,4.095249999999999,2023
88.0,VII,88,Villivakkam / Anna Nagar West,6.3,6.771,6.196,6.48,6.9,6.58,6.994,6.75,5.722,6.104,3.54,4.89,6.1022500000000015,2023
89.0,VII,89,Anna Nagar West Extension,2.86,3.107,3.03,3.29,2.97,2.733,3.138,2.578,2.436,2.691,1.96,2.33,2.7602500000000005,2023
90.0,VII,90,Padikuppam,3.19,3.771,3.817,3.49,3.94,3.368,3.962,3.58,3.001,3.955,1.57,2.52,3.347,2023
91.0,VII,91,Nolambur (Part) / Mugappair Eri Scheme,8.28,9.15,8.672,9.07,9.44,8.938,9.56,8.304,7.951,7.925,6.41,7.55,8.437499999999998,2023
92.0,VII,92,Padi Pudhu nagar,4.16,4.184,4.067,3.82,4.3,3.494,3.971,3.073,3.363,3.089,2.16,3.3,3.5817499999999995,2023
93.0,VII,93,Maduravoyal (Part) / Nerkundram (Part),2.8,3.68,2.732,2.62,2.68,2.487,2.866,2.338,2.385,2.295,1.85,2.56,2.6077500000000002,2023
94.0,VIII,94,Villivakkam North,1.82,2.021,1.881,2.9,3.37,3.24,3.56,4.608,2.836,2.586,1.5,1.25,2.631,2023
95.0,VIII,95,Vasantham Colony,5.6,5.698,5.582,5.88,5.96,5.85,6.885,5.665,5.78,5.981,1.9,2.33,5.25925,2023
96.0,VIII,96,Viduthalai Gurusamy Nagar South,4.5,3.873,4.329,5.17,5.49,5.65,5.514,4.932,4.276,4.17,3.02,3.16,4.507000000000001,2023
97.0,VIII,97,Ayanavaram,1.41,1.946,1.945,2.65,2.99,3.01,2.622,1.784,0.976,0.971,0.4,0.42,1.7603333333333333,2023
98.0,VIII,98,Pannerselvam Nagar,0.02,1.002,1.25,4.49,4.61,4.465,4.569,4.26,3.963,3.976,2.38,2.88,3.1554166666666674,2023
99.0,VIII,99,Villivakkam South,7.54,8.128,7.268,7.94,8.35,8.75,8.59,7.228,6.714,7.102,2.82,5.9,7.194166666666667,2023
100.0,VIII,100,Anna Nagar (West),6.7,7.643,7.794,8.51,9.03,8.626,9.661,8.366,8.001,8.194,4.87,5.23,7.718750000000001,2023
101.0,VIII,101,Anna Nagar (Central),2.26,2.999,2.58,2.83,2.93,3.21,3.199,2.498,2.497,2.843,1.56,2.77,2.6813333333333333,2023
102.0,VIII,102,Anna Nagar (East),0.79,2.579,2.46,2.75,2.86,2.5,2.833,2.376,2.45,2.101,1.07,1.82,2.21575,2023
103.0,VIII,103,Shenoy Nagar,0.79,1.144,1.229,1.6,1.73,1.803,1.765,1.722,1.408,1.299,0.09,5.03,1.6341666666666665,2023
104.0,VIII,104,Purasawalkam,2.87,3.727,4.177,4.56,4.96,4.897,5.402,4.8,5.302,5.293,4.1,1.5,4.2989999999999995,2023
105.0,VIII,105,Aminjikarai West,3.86,4.65,4.09,5.17,5.74,5.331,6.46,4.504,3.88,4.536,3.3,2.88,4.533416666666667,2023
106.0,VIII,106,Aminjikarai East,3.08,3.376,2.966,3.1,4.16,3.45,4.193,2.756,2.772,3.012,1.25,1.98,3.0079166666666666,2023
107.0,VIII,107,Chetpet / Kilpauk South,4.69,5.042,5.241,5.68,5.88,5.834,6.083,5.904,5.626,5.66,4.19,2.94,5.230833333333333,2023
108.0,VIII,108,Aminjikarai Central,4.69,2.201,1.615,5.68,5.88,2.101,2.618,1.38,1.323,1.368,1.08,1.23,2.597166666666667,2023
109.0,IX,109,Periyar Nagar North,4.07,4.532,4.887,5.47,5.84,5.79,6.181,5.426,5.269,5.495,4.2,2.56,4.976666666666667,2023
110.0,IX,110,Nungambakkam,6.87,7.58,8.18,9.12,9.39,9.246,9.264,8.229,8.54,7.411,5.8,5.3,7.910833333333334,2023
111.0,IX,111,Thousand Lights,11.15,11.933,12.256,13.21,13.45,13.541,13.917,13.758,13.968,13.698,12.67,10.42,12.830916666666665,2023
112.0,IX,112,Vadapalani East,4.73,5.618,5.54,6.17,6.41,7.233,7.219,7.15,7.3,5.666,3.84,5.42,6.0246666666666675,2023
113.0,IX,113,Nakkeerar Nagar,5.79,6.54,6.963,7.67,8.09,8.027,8.393,7.98,8.12,7.008,3.86,3.59,6.835916666666666,2023
114.0,IX,114,Chepauk,4.05,4.669,4.982,5.51,5.86,5.441,5.886,5.219,4.894,5.111,2.57,3.01,4.766833333333333,2023
115.0,IX,115,Amir mahal,4.01,5.175,5.298,5.98,6.24,6.54,7.21,5.835,5.4,5.524,2.28,2.81,5.191833333333334,2023
116.0,IX,116,Thiruvallikeni,3.83,4.008,4.426,4.9,4.93,4.693,5.173,4.669,4.68,4.469,2.75,4.74,4.439,2023
117.0,IX,117,Sathiyamoorthi Nagar,8.24,10.09,9.502,9.74,9.77,9.68,10.23,8.501,8.252,8.059,6.6,6.12,8.732,2023
118.0,IX,118,Teynampet,6.88,7.65,8.038,8.46,9.2,8.724,9.608,8.738,8.279,8.641,5.66,1.15,7.5856666666666674,2023
119.0,IX,119,Azad Nagar North / South,6.1,6.707,7.102,7.57,7.9,7.809,7.894,7.004,6.186,6.731,3.69,4.46,6.596083333333332,2023
120.0,IX,120,Krishnampet,,3.841,3.839,4.2,4.34,4.086,4.264,4.12,4.17,6.771,0.87,2.05,3.8682727272727266,2023
121.0,IX,121,Vivekanandhapuram,2.18,2.459,2.657,2.75,2.85,2.082,2.568,2.31,2.22,3.629,0.59,1.55,2.320416666666667,2023
122.0,IX,122,Alwarpet (South),10.36,11.595,12.382,13.6,14.26,13.955,14.633,14.439,12.262,12.66,11.06,9.96,12.597166666666666,2023
123.0,IX,123,Bhemmannapet,5.96,6.715,6.215,7.03,7.69,6.411,14.594,5.499,5.195,5.379,2.72,5.3,6.559,2023
124.0,IX,124,Mylapore,3.8,6.182,4.313,4.62,4.8,4.31,4.68,3.427,3.249,3.392,2.23,2.48,3.9569166666666664,2023
125.0,IX,125,Santhome,0.65,0.927,0.977,1.37,1.87,1.92,2.05,1.248,1.251,1.313,0.47,0.99,1.2530000000000001,2023
126.0,IX,126,Avvai Nagar North,4.58,5.15,4.948,5.05,5.19,4.812,4.639,4.296,4.141,4.486,3.54,4.0,4.569333333333334,2023
127.0,X,127,Virugambakkam North,12.57,14.077,13.951,14.14,15.8,15.193,15.463,13.988,13.941,14.068,10.89,11.12,13.766750000000002,2023
128.0,X,128,Virugambakkam South,2.53,2.863,2.376,2.74,3.02,2.668,3.092,2.319,2.206,2.383,1.32,1.34,2.40475,2023
129.0,X,129,Saligramam,,1.867,1.234,1.62,2.05,1.384,1.842,0.979,1.25,1.179,0.37,1.17,1.3586363636363634,2023
130.0,X,130,Vadapalani West,3.94,4.38,4.686,5.44,5.92,5.902,6.174,5.423,4.52,5.141,2.64,3.39,4.796333333333334,2023
131.0,X,131,Kodambakkam North,1.69,1.869,1.508,1.93,2.15,1.73,1.754,1.051,1.01,1.133,0.26,1.16,1.4370833333333335,2023
132.0,X,132,Ashok Nagar,3.37,4.089,3.033,4.72,5.17,3.772,3.89,2.226,2.226,2.86,1.27,2.63,3.271333333333334,2023
133.0,X,133,MGR Nagar,4.54,4.973,5.091,5.45,5.77,5.804,6.23,4.934,4.157,4.708,3.41,3.6,4.888916666666666,2023
134.0,X,134,Navalar Nedunchezian Nagar East,3.37,3.879,3.811,4.54,4.75,4.262,4.86,3.305,2.8,2.917,1.7,4.87,3.755333333333333,2023
135.0,X,135,Kamarajar Nagar South / East,3.56,5.185,5.092,5.6,6.73,5.161,6.23,2.748,2.79,3.685,0.04,3.28,4.175083333333333,2023
136.0,X,136,Thiyagaraya Nagar,4.81,5.68,6.194,6.31,6.99,5.405,6.23,4.377,4.206,4.632,1.58,3.96,5.031166666666667,2023
137.0,X,137,Kodambakkam (S),1.81,2.581,1.715,2.01,2.2,1.803,1.924,1.227,1.113,1.46,0.57,1.45,1.6552499999999999,2023
138.0,X,138,Kalaignar Karunanidhi Nagar,15.88,16.508,15.925,16.34,17.56,14.205,14.96,12.043,10.626,12.616,8.96,10.55,13.847750000000003,2023
139.0,X,139,Saidapet (West),2.35,2.828,2.399,3.52,4.28,3.258,3.87,1.487,1.188,1.465,0.16,1.43,2.3529166666666668,2023
140.0,X,140,Kumaran Nagar North / South,3.7,4.116,4.413,4.68,5.08,4.598,4.831,3.686,3.159,3.662,2.03,2.2,3.84625,2023
141.0,X,141,VOC Nagar,10.75,11.358,11.496,11.94,12.19,12.099,12.248,11.712,11.413,11.747,9.52,9.41,11.323583333333334,2023
142.0,X,142,Saidapet East,6.29,6.637,6.936,7.49,7.74,7.8,7.677,7.263,6.758,6.675,5.92,4.61,6.816333333333333,2023
143.0,XI,143,Nolambur,2.48,2.586,2.5,2.92,3.01,3.21,3.52,3.21,1.498,1.017,0.9,1.09,2.3284166666666666,2023
144.0,XI,144,Mettukuppam,8.65,9.26,9.86,5.02,5.48,5.118,5.603,4.219,4.064,4.454,2.34,2.38,5.537333333333333,2023
145.0,XI,145,Nerkundram,3.59,4.41,4.34,4.91,4.98,4.928,5.275,4.108,3.534,3.97,0.53,2.06,3.88625,2023
146.0,XI,146,Nerkundram,1.81,2.366,2.49,3.25,3.48,3.4,3.86,3.68,2.867,3.222,0.7,0.8,2.660416666666667,2023
147.0,XI,147,Maduravoyal,1.17,1.854,2.076,2.7,2.7,2.476,3.059,1.742,1.428,1.883,0.77,0.97,1.9023333333333332,2023
148.0,XI,148,Nerkundram,2.09,2.688,2.189,3.0,3.5,3.13,3.54,2.156,1.853,1.908,0.38,0.8,2.2695000000000003,2023
149.0,XI,149,Valasaravakkam,2.59,2.996,2.455,3.13,3.32,3.125,3.443,3.25,2.355,2.479,0.64,1.67,2.621083333333333,2023
150.0,XI,150,Karambakkam,1.54,2.057,2.015,2.53,2.64,2.253,2.67,1.469,1.367,1.246,0.23,0.56,1.7147499999999998,2023
151.0,XI,151,Porur,2.61,3.052,3.119,3.79,3.93,3.744,3.81,3.084,2.96,3.314,2.4,1.87,3.14025,2023
152.0,XI,152,Valasaravakkam,2.8,3.051,3.039,3.44,3.79,3.687,3.908,3.11,2.736,2.801,2.23,1.72,3.026,2023
153.0,XI,153,Porur,3.25,3.589,3.408,4.3,4.56,4.45,4.26,4.15,4.32,3.6,2.94,3.79,3.8847500000000004,2023
154.0,XI,154,Ramapuram,2.79,3.393,3.069,3.74,3.87,3.27,4.15,3.25,2.792,3.285,1.82,2.01,3.119916666666667,2023
155.0,XI,155,Ramapuram,3.16,3.537,3.564,4.27,4.04,4.309,4.591,3.87,3.628,3.852,2.88,2.24,3.66175,2023
156.0,XII,156,Mugalivakkam,13.08,13.96,14.25,13.08,13.08,4.428,4.86,4.78,4.88,,,,9.599777777777778,2023
157.0,XII,157,Manapakkam,2.82,3.745,3.702,5.01,5.61,4.384,5.233,5.14,5.22,3.62,2.36,2.84,4.140333333333333,2023
158.0,XII,158,Nandambakkam,4.78,5.945,5.676,7.22,7.96,6.815,7.637,6.85,4.681,5.863,2.76,3.36,5.795583333333333,2023
159.0,XII,159,Meenampakkam,3.25,3.418,3.196,4.02,4.54,3.761,5.076,4.68,2.95,4.043,1.46,2.47,3.5720000000000005,2023
160.0,XII,160,Alandur,3.13,5.056,3.845,5.19,6.59,6.71,4.255,1.064,0.8,1.751,0.25,1.24,3.3234166666666667,2023
161.0,XII,161,Alandur Part / Adampakkam Part,2.78,2.533,2.84,2.49,4.52,2.45,2.381,2.499,2.421,2.06,1.76,2.75,2.623666666666667,2023
162.0,XII,162,T.G.Nagar / Nanganallur Part,2.94,3.298,2.776,3.38,4.08,2.618,2.903,2.166,2.307,2.683,1.68,2.59,2.7850833333333327,2023
163.0,XII,163,Adampakkam Part,2.31,2.611,2.208,3.19,4.18,2.251,2.775,1.712,1.6,2.681,1.3,2.08,2.408166666666667,2023
164.0,XII,164,Nanganallur Part / Pazhavanthangal Part,3.98,4.086,3.885,4.49,4.83,3.433,3.757,1.845,2.686,3.584,1.21,3.41,3.433000000000001,2023
165.0,XII,165,Adampakkam Part / Balaji Nagar,3.66,4.111,4.52,3.55,4.29,3.33,3.765,2.805,3.006,3.615,1.87,3.34,3.4884999999999997,2023
166.0,XII,166,B.V.Nagar / Nanganallur Part,2.15,2.258,2.265,2.13,2.54,1.98,1.992,1.722,1.798,2.101,1.45,2.05,2.0363333333333333,2023
167.0,XII,167,Nanganallur,3.16,3.402,3.56,2.78,3.37,2.193,2.328,1.874,2.087,2.306,1.36,2.05,2.539166666666667,2023
170.0,XIII,170,Guindy West,4.06,4.425,4.541,5.03,5.28,3.113,5.303,4.779,4.294,4.329,3.57,3.38,4.3420000000000005,2023
171.0,XIII,171,GD Naidu Nagar South,4.84,1.972,5.396,5.9,6.19,1.679,6.168,5.98,5.019,5.213,4.17,3.31,4.653083333333334,2023
172.0,XIII,172,GD Naidu Nagar East,1.96,1.513,3.648,3.03,3.41,1.493,3.78,3.25,1.974,2.264,0.54,1.69,2.3793333333333333,2023
173.0,XIII,173,Raja Annamalaipuram,1.69,3.364,2.076,2.18,2.33,3.69,1.785,1.504,1.299,1.611,0.28,1.36,1.93075,2023
174.0,XIII,174,Guindy East,,2.84,1.696,2.54,2.65,3.456,1.665,1.221,1.308,1.528,1.3,1.36,1.9603636363636363,2023
175.0,XIII,175,Adyar West,2.53,2.438,3.702,4.48,4.71,1.338,3.424,1.985,1.259,2.248,1.05,1.68,2.5703333333333336,2023
176.0,XIII,176,Adyar East,2.56,0.853,3.089,3.59,3.84,0.571,3.489,3.067,1.59,3.17,2.17,1.3,2.44075,2023
177.0,XIII,177,Velachery,1.92,2.824,1.627,2.44,2.38,2.47,3.56,0.787,2.948,1.764,0.04,1.6,2.03,2023
178.0,XIII,178,Velachery,0.74,0.862,0.502,0.61,0.86,0.92,0.873,0.506,1.091,0.712,0.15,0.73,0.713,2023
179.0,XIII,179,Velachery,2.47,2.371,2.219,2.51,2.72,2.74,2.56,1.713,0.637,2.39,0.75,2.56,2.1366666666666667,2023
180.0,XIII,180,Thiruvanmiyur West,1.15,3.187,3.25,1.15,1.15,3.474,3.89,3.58,3.65,1.15,1.15,,2.4346363636363635,2023
181.0,XIII,181,Thiruvanmiyur,,4.929,2.418,2.72,2.8,4.988,2.376,2.073,2.063,2.204,1.43,1.12,2.6473636363636364,2023
